Bezug,Artikelnummer,Name_Suche,Datum,erfüllt,Benutzer,Lichtart,BA-Nr.,L*,a*,b*,"ΔL* ±1,5","Δa* ±0,40","Δb* ±0,40",ΔE*
,100016,Artikel Pi,08.11.2025 01:14,erfüllt,Mitarbeiter B,D45,BA-1004,"56,12","0,15","3,73","1,12","0,15","-0,27","1,16"
,100016,Artikel Pi,08.11.2025 08:44,erfüllt,Mitarbeiter C,D45,BA-1001,"55,29","-0,2","3,93","0,29","-0,2","-0,07","0,36"
,100015,Artikel Omikron,08.11.2025 23:37,erfüllt,Mitarbeiter C,D45,BA-1002,"55,5","-0,17","3,98","0,5","-0,17","-0,02","0,53"
,100025,Artikel Nova,12.11.2025 16:28,erfüllt,Mitarbeiter D,D45,BA-1002,"54,35","-0,16","3,8","-0,65","-0,16","-0,2","0,7"
,100003,Artikel Gamma,12.11.2025 18:49,erfüllt,Mitarbeiter B,D45,BA-1001,"54,65","0,05","3,75","-0,35","0,05","-0,25","0,43"
,100002,Artikel Beta,13.11.2025 01:39,nicht erfüllt,Mitarbeiter B,D45,BA-1001,"56,89","-0,15","3,97","1,89","-0,15","-0,03","1,9"
,100017,Artikel Rho,13.11.2025 14:13,erfüllt,Mitarbeiter C,D45,BA-1002,"53,82","0,24","4,22","-1,18","0,24","0,22","1,22"
,100018,Artikel Sigma,13.11.2025 17:15,erfüllt,Mitarbeiter A,D45,BA-1003,"54,16","0,04","3,94","-0,84","0,04","-0,06","0,84"
,100003,Artikel Gamma,13.11.2025 21:50,nicht erfüllt,Mitarbeiter D,D45,BA-1004,"53,91","0,32","3,51","-1,09","0,32","-0,49","1,24"
,100020,Artikel Upsilon,14.11.2025 03:00,erfüllt,Mitarbeiter D,D45,BA-1002,"54,5","-0,23","3,86","-0,5","-0,23","-0,14","0,57"
,100006,Artikel Zeta,14.11.2025 05:29,erfüllt,Mitarbeiter A,D45,BA-1001,"54,26","-0,12","3,9","-0,74","-0,12","-0,1","0,76"
,100017,Artikel Rho,15.11.2025 12:50,erfüllt,Mitarbeiter D,D45,BA-1004,"54,28","-0,18","4,28","-0,72","-0,18","0,28","0,79"
,100019,Artikel Tau,15.11.2025 20:08,erfüllt,Mitarbeiter D,D45,BA-1003,"55,46","-0,2","3,88","0,46","-0,2","-0,12","0,52"
,100001,Artikel Alpha,16.11.2025 16:24,nicht erfüllt,Mitarbeiter B,D45,BA-1001,"53,31","0,24","4,16","-1,69","0,24","0,16","1,71"
,100021,Artikel Phi,16.11.2025 18:19,erfüllt,Mitarbeiter A,D45,BA-1001,"54,43","0,34","3,7","-0,57","0,34","-0,3","0,73"
,100001,Artikel Alpha,17.11.2025 06:21,nicht erfüllt,Mitarbeiter A,D45,BA-1004,"53,8","0,1","4,64","-1,2","0,1","0,64","1,36"
,100015,Artikel Omikron,18.11.2025 07:23,erfüllt,Mitarbeiter C,D45,BA-1001,"55,31","-0,03","3,68","0,31","-0,03","-0,32","0,45"
,100008,Artikel Theta,18.11.2025 07:58,erfüllt,Mitarbeiter A,D45,BA-1004,"56,1","0,27","4,17","1,1","0,27","0,17","1,15"
,100006,Artikel Zeta,18.11.2025 17:34,erfüllt,Mitarbeiter A,D45,BA-1001,"54,8","-0,26","4,15","-0,2","-0,26","0,15","0,36"
,100006,Artikel Zeta,19.11.2025 05:05,erfüllt,Mitarbeiter B,D45,BA-1003,"54,73","-0,06","4,03","-0,27","-0,06","0,03","0,28"
,100023,Artikel Psi,19.11.2025 18:40,erfüllt,Mitarbeiter A,D45,BA-1002,"55,34","0,2","4,05","0,34","0,2","0,05","0,4"
,100007,Artikel Eta,19.11.2025 20:25,erfüllt,Mitarbeiter B,D45,BA-1002,"53,84","-0,3","4,34","-1,16","-0,3","0,34","1,25"
,100017,Artikel Rho,20.11.2025 19:15,erfüllt,Mitarbeiter C,D45,BA-1003,"53,94","-0,05","3,9","-1,06","-0,05","-0,1","1,07"
,100022,Artikel Chi,21.11.2025 22:24,erfüllt,Mitarbeiter A,D45,BA-1003,"55,9","0,29","4,29","0,9","0,29","0,29","0,99"
,100020,Artikel Upsilon,22.11.2025 17:49,erfüllt,Mitarbeiter C,D45,BA-1003,"54,35","-0,08","4,17","-0,65","-0,08","0,17","0,68"
,100010,Artikel Kappa,22.11.2025 20:24,erfüllt,Mitarbeiter B,D45,BA-1002,"56,24","-0,14","3,82","1,24","-0,14","-0,18","1,26"
,100019,Artikel Tau,23.11.2025 10:45,erfüllt,Mitarbeiter B,D45,BA-1003,"55,16","-0,21",4,"0,16","-0,21",0,"0,26"
,100001,Artikel Alpha,23.11.2025 15:08,nicht erfüllt,Mitarbeiter C,D45,BA-1002,"54,55","-0,2","4,65","-0,45","-0,2","0,65","0,82"
,100025,Artikel Nova,24.11.2025 23:33,erfüllt,Mitarbeiter B,D45,BA-1002,"55,79","0,22","3,66","0,79","0,22","-0,34","0,89"
,100019,Artikel Tau,25.11.2025 04:35,erfüllt,Mitarbeiter C,D45,BA-1002,"55,01","0,06","4,26","0,01","0,06","0,26","0,27"
,100014,Artikel Xi,25.11.2025 16:58,erfüllt,Mitarbeiter D,D45,BA-1004,"53,91","-0,2","3,98","-1,09","-0,2","-0,02","1,11"
,100002,Artikel Beta,26.11.2025 05:10,erfüllt,Mitarbeiter A,D45,BA-1001,"56,27","-0,05","3,91","1,27","-0,05","-0,09","1,27"
,100003,Artikel Gamma,26.11.2025 14:39,erfüllt,Mitarbeiter B,D45,BA-1002,"55,04","-0,12","4,34","0,04","-0,12","0,34","0,36"
,100002,Artikel Beta,27.11.2025 12:20,erfüllt,Mitarbeiter B,D45,BA-1004,"55,16","0,14","3,77","0,16","0,14","-0,23","0,31"
,100003,Artikel Gamma,27.11.2025 20:00,erfüllt,Mitarbeiter C,D45,BA-1002,"53,91","-0,21","4,1","-1,09","-0,21","0,1","1,11"
,100021,Artikel Phi,28.11.2025 06:17,erfüllt,Mitarbeiter D,D45,BA-1001,"54,98","0,21","3,88","-0,02","0,21","-0,12","0,24"
,100003,Artikel Gamma,28.11.2025 09:16,erfüllt,Mitarbeiter C,D45,BA-1002,"55,37","0,19","3,89","0,37","0,19","-0,11","0,43"
,100016,Artikel Pi,28.11.2025 19:09,erfüllt,Mitarbeiter B,D45,BA-1004,"55,28","0,27","4,21","0,28","0,27","0,21","0,44"
,100002,Artikel Beta,29.11.2025 06:04,erfüllt,Mitarbeiter C,D45,BA-1001,"55,43","-0,03","4,33","0,43","-0,03","0,33","0,54"
,100001,Artikel Alpha,29.11.2025 18:05,erfüllt,Mitarbeiter D,D45,BA-1004,"55,79","0,08","3,93","0,79","0,08","-0,07","0,8"
,100022,Artikel Chi,30.11.2025 12:22,erfüllt,Mitarbeiter D,D45,BA-1002,"55,32","-0,26","4,28","0,32","-0,26","0,28","0,5"
,100023,Artikel Psi,02.12.2025 03:55,erfüllt,Mitarbeiter D,D45,BA-1004,"54,57","0,07","4,21","-0,43","0,07","0,21","0,48"
,100014,Artikel Xi,02.12.2025 07:17,erfüllt,Mitarbeiter B,D45,BA-1002,"55,61","-0,17",4,"0,61","-0,17",0,"0,63"
,100006,Artikel Zeta,02.12.2025 14:54,erfüllt,Mitarbeiter A,D45,BA-1002,"55,04","-0,3","4,3","0,04","-0,3","0,3","0,43"
,100015,Artikel Omikron,03.12.2025 17:04,erfüllt,Mitarbeiter D,D45,BA-1004,"54,37","0,05","4,15","-0,63","0,05","0,15","0,65"
,100013,Artikel Nu,05.12.2025 06:52,nicht erfüllt,Mitarbeiter D,D45,BA-1002,"53,35","-0,21","3,9","-1,65","-0,21","-0,1","1,67"
,100011,Artikel Lambda,05.12.2025 09:37,erfüllt,Mitarbeiter C,D45,BA-1004,"55,28","-0,06","3,95","0,28","-0,06","-0,05","0,29"
,100008,Artikel Theta,06.12.2025 02:29,erfüllt,Mitarbeiter B,D45,BA-1003,"54,62","-0,22","3,97","-0,38","-0,22","-0,03","0,44"
,100023,Artikel Psi,06.12.2025 10:23,erfüllt,Mitarbeiter B,D45,BA-1002,"53,97","0,12","4,18","-1,03","0,12","0,18","1,05"
,100022,Artikel Chi,06.12.2025 14:21,erfüllt,Mitarbeiter C,D45,BA-1004,"56,13","0,3","3,67","1,13","0,3","-0,33","1,21"
,100021,Artikel Phi,07.12.2025 15:34,nicht erfüllt,Mitarbeiter D,D45,BA-1002,"56,09","0,3","3,26","1,09","0,3","-0,74","1,35"
,100002,Artikel Beta,07.12.2025 16:08,erfüllt,Mitarbeiter C,D45,BA-1004,"54,35","-0,26","3,86","-0,65","-0,26","-0,14","0,71"
,100003,Artikel Gamma,09.12.2025 17:48,nicht erfüllt,Mitarbeiter A,D45,BA-1002,"57,29","0,18","4,05","2,29","0,18","0,05","2,3"
,100008,Artikel Theta,10.12.2025 08:21,erfüllt,Mitarbeiter D,D45,BA-1003,"55,89","0,2","4,01","0,89","0,2","0,01","0,91"
,100011,Artikel Lambda,10.12.2025 19:52,erfüllt,Mitarbeiter B,D45,BA-1002,"54,35","-0,22","3,74","-0,65","-0,22","-0,26","0,73"
,100017,Artikel Rho,12.12.2025 06:19,erfüllt,Mitarbeiter A,D45,BA-1002,"54,13","-0,03","3,69","-0,87","-0,03","-0,31","0,92"
,100021,Artikel Phi,12.12.2025 10:40,erfüllt,Mitarbeiter D,D45,BA-1003,"53,99","0,01","3,73","-1,01","0,01","-0,27","1,05"
,100019,Artikel Tau,12.12.2025 13:34,erfüllt,Mitarbeiter C,D45,BA-1001,"54,5","-0,12","4,2","-0,5","-0,12","0,2","0,55"
,100015,Artikel Omikron,12.12.2025 19:55,nicht erfüllt,Mitarbeiter B,D45,BA-1002,54,"-0,2","4,61",-1,"-0,2","0,61","1,19"
,100017,Artikel Rho,13.12.2025 20:41,erfüllt,Mitarbeiter B,D45,BA-1004,"53,99","0,18","3,84","-1,01","0,18","-0,16","1,04"
,100019,Artikel Tau,14.12.2025 11:15,nicht erfüllt,Mitarbeiter B,D45,BA-1002,"55,12","0,72","4,26","0,12","0,72","0,26","0,77"
,100020,Artikel Upsilon,14.12.2025 11:18,erfüllt,Mitarbeiter D,D45,BA-1002,"55,88","-0,32","4,14","0,88","-0,32","0,14","0,95"
,100002,Artikel Beta,14.12.2025 15:10,erfüllt,Mitarbeiter B,D45,BA-1001,"53,91","-0,22","4,03","-1,09","-0,22","0,03","1,11"
,100004,Artikel Delta,15.12.2025 08:00,erfüllt,Mitarbeiter B,D45,BA-1001,"55,94","0,11","3,72","0,94","0,11","-0,28","0,99"
,100018,Artikel Sigma,15.12.2025 09:12,erfüllt,Mitarbeiter B,D45,BA-1004,"54,94","-0,27","3,95","-0,06","-0,27","-0,05","0,28"
,100002,Artikel Beta,16.12.2025 00:07,nicht erfüllt,Mitarbeiter A,D45,BA-1001,"54,7","0,07","4,74","-0,3","0,07","0,74","0,8"
,100006,Artikel Zeta,17.12.2025 01:53,erfüllt,Mitarbeiter B,D45,BA-1003,"55,39","-0,14","3,94","0,39","-0,14","-0,06","0,42"
,100025,Artikel Nova,17.12.2025 21:06,erfüllt,Mitarbeiter B,D45,BA-1003,"53,92","0,1","3,71","-1,08","0,1","-0,29","1,12"
,100006,Artikel Zeta,18.12.2025 15:19,erfüllt,Mitarbeiter C,D45,BA-1004,"55,87","0,22","4,25","0,87","0,22","0,25","0,93"
,100002,Artikel Beta,18.12.2025 23:03,nicht erfüllt,Mitarbeiter B,D45,BA-1002,"55,06","0,1","4,68","0,06","0,1","0,68","0,69"
,100024,Artikel Omega,19.12.2025 23:03,erfüllt,Mitarbeiter C,D45,BA-1003,"54,41","0,03","4,02","-0,59","0,03","0,02","0,59"
,100003,Artikel Gamma,21.12.2025 12:20,erfüllt,Mitarbeiter C,D45,BA-1002,"55,17","0,29","4,25","0,17","0,29","0,25","0,42"
,100015,Artikel Omikron,21.12.2025 20:02,nicht erfüllt,Mitarbeiter B,D45,BA-1003,"57,03","0,07","3,75","2,03","0,07","-0,25","2,05"
,100019,Artikel Tau,21.12.2025 20:16,erfüllt,Mitarbeiter D,D45,BA-1003,"55,59","-0,17","4,02","0,59","-0,17","0,02","0,61"
,100009,Artikel Iota,22.12.2025 04:13,erfüllt,Mitarbeiter D,D45,BA-1001,"54,17","0,04","4,31","-0,83","0,04","0,31","0,89"
,100003,Artikel Gamma,24.12.2025 04:11,erfüllt,Mitarbeiter A,D45,BA-1001,"54,79","0,09","4,22","-0,21","0,09","0,22","0,32"
,100023,Artikel Psi,24.12.2025 22:10,erfüllt,Mitarbeiter D,D45,BA-1001,"54,66","-0,17","4,02","-0,34","-0,17","0,02","0,38"
,100007,Artikel Eta,26.12.2025 00:53,erfüllt,Mitarbeiter A,D45,BA-1004,"56,17","-0,22",4,"1,17","-0,22",0,"1,19"
,100004,Artikel Delta,29.12.2025 17:46,erfüllt,Mitarbeiter C,D45,BA-1002,"55,79","-0,31","4,06","0,79","-0,31","0,06","0,85"
,100009,Artikel Iota,30.12.2025 10:16,erfüllt,Mitarbeiter A,D45,BA-1002,"56,26","-0,26","3,69","1,26","-0,26","-0,31","1,32"
,100008,Artikel Theta,30.12.2025 13:04,erfüllt,Mitarbeiter C,D45,BA-1003,"55,52","0,19","3,71","0,52","0,19","-0,29","0,62"
,100017,Artikel Rho,30.12.2025 20:10,nicht erfüllt,Mitarbeiter D,D45,BA-1003,"55,81","-0,22","4,63","0,81","-0,22","0,63","1,05"
,100017,Artikel Rho,30.12.2025 23:26,erfüllt,Mitarbeiter D,D45,BA-1003,"56,12","0,16","3,83","1,12","0,16","-0,17","1,14"
,100024,Artikel Omega,31.12.2025 21:11,erfüllt,Mitarbeiter C,D45,BA-1002,"56,26","0,07","3,73","1,26","0,07","-0,27","1,29"
,100010,Artikel Kappa,31.12.2025 21:49,erfüllt,Mitarbeiter C,D45,BA-1001,"54,82","-0,01","4,2","-0,18","-0,01","0,2","0,27"
,100009,Artikel Iota,02.01.2026 22:21,erfüllt,Mitarbeiter A,D45,BA-1004,"54,52","-0,21","4,22","-0,48","-0,21","0,22","0,57"
,100015,Artikel Omikron,03.01.2026 08:34,erfüllt,Mitarbeiter A,D45,BA-1004,"54,94","0,09","4,16","-0,06","0,09","0,16","0,19"
,100009,Artikel Iota,04.01.2026 00:10,erfüllt,Mitarbeiter B,D45,BA-1002,"55,84","-0,06","3,94","0,84","-0,06","-0,06","0,84"
,100004,Artikel Delta,04.01.2026 00:14,nicht erfüllt,Mitarbeiter D,D45,BA-1001,"53,86","-0,48","3,9","-1,14","-0,48","-0,1","1,24"
,100021,Artikel Phi,04.01.2026 18:45,erfüllt,Mitarbeiter B,D45,BA-1004,"54,97","0,14","4,21","-0,03","0,14","0,21","0,25"
,100009,Artikel Iota,06.01.2026 03:24,erfüllt,Mitarbeiter B,D45,BA-1001,"53,82","0,16","4,17","-1,18","0,16","0,17","1,2"
,100022,Artikel Chi,06.01.2026 08:56,erfüllt,Mitarbeiter D,D45,BA-1001,"55,08","-0,01","3,92","0,08","-0,01","-0,08","0,11"
,100003,Artikel Gamma,06.01.2026 17:09,erfüllt,Mitarbeiter D,D45,BA-1001,"55,39","0,28","3,95","0,39","0,28","-0,05","0,48"
,100004,Artikel Delta,07.01.2026 09:12,nicht erfüllt,Mitarbeiter C,D45,BA-1004,"55,44","-0,11","3,32","0,44","-0,11","-0,68","0,82"
,100015,Artikel Omikron,08.01.2026 14:32,erfüllt,Mitarbeiter A,D45,BA-1004,"55,5","0,19","4,07","0,5","0,19","0,07","0,54"
,100019,Artikel Tau,08.01.2026 21:04,erfüllt,Mitarbeiter B,D45,BA-1001,"54,68","0,24","3,67","-0,32","0,24","-0,33","0,52"
,100001,Artikel Alpha,09.01.2026 08:11,nicht erfüllt,Mitarbeiter C,D45,BA-1003,"56,68","-0,12","3,71","1,68","-0,12","-0,29","1,71"
,100012,Artikel Mu,10.01.2026 01:52,erfüllt,Mitarbeiter C,D45,BA-1004,"53,77","0,17","4,17","-1,23","0,17","0,17","1,25"
,100017,Artikel Rho,10.01.2026 08:38,erfüllt,Mitarbeiter A,D45,BA-1003,"55,33","-0,13","4,06","0,33","-0,13","0,06","0,36"
,100009,Artikel Iota,11.01.2026 16:56,erfüllt,Mitarbeiter D,D45,BA-1003,"55,11","0,08","3,99","0,11","0,08","-0,01","0,14"
,100019,Artikel Tau,12.01.2026 07:40,erfüllt,Mitarbeiter C,D45,BA-1004,"54,59","0,2","4,13","-0,41","0,2","0,13","0,47"
,100009,Artikel Iota,13.01.2026 03:14,erfüllt,Mitarbeiter C,D45,BA-1001,"53,96","0,05","4,3","-1,04","0,05","0,3","1,08"
,100013,Artikel Nu,14.01.2026 10:44,erfüllt,Mitarbeiter A,D45,BA-1001,"55,62","-0,32","3,95","0,62","-0,32","-0,05","0,7"
,100021,Artikel Phi,14.01.2026 12:56,erfüllt,Mitarbeiter C,D45,BA-1003,"55,72","0,03","3,9","0,72","0,03","-0,1","0,73"
,100016,Artikel Pi,14.01.2026 21:19,erfüllt,Mitarbeiter C,D45,BA-1003,"54,89","0,14","3,66","-0,11","0,14","-0,34","0,38"
,100020,Artikel Upsilon,15.01.2026 22:37,erfüllt,Mitarbeiter A,D45,BA-1001,"55,89","0,04","3,68","0,89","0,04","-0,32","0,95"
,100018,Artikel Sigma,16.01.2026 03:55,nicht erfüllt,Mitarbeiter C,D45,BA-1001,"56,17","0,26","3,41","1,17","0,26","-0,59","1,34"
,100009,Artikel Iota,16.01.2026 16:09,erfüllt,Mitarbeiter B,D45,BA-1002,"54,14","-0,17","3,8","-0,86","-0,17","-0,2","0,9"
,100021,Artikel Phi,16.01.2026 16:47,erfüllt,Mitarbeiter B,D45,BA-1002,"55,91","0,19","4,06","0,91","0,19","0,06","0,93"
,100006,Artikel Zeta,17.01.2026 04:29,erfüllt,Mitarbeiter A,D45,BA-1003,"53,95","-0,31","4,16","-1,05","-0,31","0,16","1,11"
,100017,Artikel Rho,18.01.2026 00:13,erfüllt,Mitarbeiter D,D45,BA-1003,"55,52","-0,05","3,81","0,52","-0,05","-0,19","0,56"
,100007,Artikel Eta,18.01.2026 08:59,erfüllt,Mitarbeiter C,D45,BA-1002,"54,88","0,25","3,99","-0,12","0,25","-0,01","0,28"
,100024,Artikel Omega,18.01.2026 19:33,erfüllt,Mitarbeiter D,D45,BA-1001,"56,14","-0,16","4,22","1,14","-0,16","0,22","1,17"
,100025,Artikel Nova,18.01.2026 20:14,erfüllt,Mitarbeiter D,D45,BA-1002,"55,34","-0,17","3,89","0,34","-0,17","-0,11","0,4"
,100009,Artikel Iota,19.01.2026 05:53,erfüllt,Mitarbeiter B,D45,BA-1003,"54,03","0,22","4,3","-0,97","0,22","0,3","1,04"
,100013,Artikel Nu,19.01.2026 20:43,erfüllt,Mitarbeiter B,D45,BA-1004,"54,63","0,1","4,25","-0,37","0,1","0,25","0,46"
,100012,Artikel Mu,19.01.2026 22:09,nicht erfüllt,Mitarbeiter D,D45,BA-1001,"54,66","0,15","3,53","-0,34","0,15","-0,47","0,6"
,100022,Artikel Chi,22.01.2026 00:09,erfüllt,Mitarbeiter A,D45,BA-1001,"55,17","-0,23","3,83","0,17","-0,23","-0,17","0,33"
,100009,Artikel Iota,23.01.2026 21:25,erfüllt,Mitarbeiter A,D45,BA-1003,"56,25","0,21","4,33","1,25","0,21","0,33","1,31"
,100019,Artikel Tau,24.01.2026 04:12,erfüllt,Mitarbeiter D,D45,BA-1004,"53,78","0,26","3,76","-1,22","0,26","-0,24","1,27"
,100007,Artikel Eta,24.01.2026 08:51,nicht erfüllt,Mitarbeiter A,D45,BA-1004,"52,92","0,34","3,78","-2,08","0,34","-0,22","2,12"
,100004,Artikel Delta,24.01.2026 13:56,erfüllt,Mitarbeiter D,D45,BA-1003,"55,45","0,03","4,19","0,45","0,03","0,19","0,49"
,100012,Artikel Mu,25.01.2026 08:21,erfüllt,Mitarbeiter B,D45,BA-1002,"55,82","0,27","3,81","0,82","0,27","-0,19","0,88"
,100008,Artikel Theta,25.01.2026 14:03,erfüllt,Mitarbeiter B,D45,BA-1003,"56,03","0,2","3,79","1,03","0,2","-0,21","1,07"
,100018,Artikel Sigma,26.01.2026 06:00,erfüllt,Mitarbeiter C,D45,BA-1001,"56,14","0,21","4,23","1,14","0,21","0,23","1,18"
,100023,Artikel Psi,27.01.2026 06:33,erfüllt,Mitarbeiter B,D45,BA-1003,"55,47","-0,08","4,13","0,47","-0,08","0,13","0,49"
,100024,Artikel Omega,27.01.2026 15:13,erfüllt,Mitarbeiter A,D45,BA-1004,"55,92","0,02","3,75","0,92","0,02","-0,25","0,95"
,100023,Artikel Psi,28.01.2026 16:31,erfüllt,Mitarbeiter B,D45,BA-1004,"54,27","-0,02","3,68","-0,73","-0,02","-0,32","0,8"
,100013,Artikel Nu,28.01.2026 18:01,erfüllt,Mitarbeiter B,D45,BA-1002,"55,45","0,01","3,86","0,45","0,01","-0,14","0,47"
,100025,Artikel Nova,29.01.2026 09:22,nicht erfüllt,Mitarbeiter D,D45,BA-1004,"55,97","-0,3","3,55","0,97","-0,3","-0,45","1,11"
,100012,Artikel Mu,30.01.2026 01:02,erfüllt,Mitarbeiter D,D45,BA-1004,"53,99","0,17","3,82","-1,01","0,17","-0,18","1,04"
,100011,Artikel Lambda,30.01.2026 14:36,erfüllt,Mitarbeiter B,D45,BA-1001,"55,49","0,18","4,33","0,49","0,18","0,33","0,62"
,100012,Artikel Mu,31.01.2026 05:57,erfüllt,Mitarbeiter A,D45,BA-1002,"54,1","-0,14","3,85","-0,9","-0,14","-0,15","0,92"
,100007,Artikel Eta,01.02.2026 00:35,nicht erfüllt,Mitarbeiter B,D45,BA-1001,"53,81","0,1","4,47","-1,19","0,1","0,47","1,28"
,100020,Artikel Upsilon,01.02.2026 12:01,erfüllt,Mitarbeiter B,D45,BA-1002,"55,54","0,08","4,06","0,54","0,08","0,06","0,55"
,100020,Artikel Upsilon,01.02.2026 15:00,erfüllt,Mitarbeiter A,D45,BA-1001,"56,07","-0,08","3,7","1,07","-0,08","-0,3","1,11"
,100021,Artikel Phi,03.02.2026 00:30,erfüllt,Mitarbeiter C,D45,BA-1002,"54,3","0,21","3,72","-0,7","0,21","-0,28","0,78"
,100020,Artikel Upsilon,03.02.2026 01:54,erfüllt,Mitarbeiter A,D45,BA-1002,"55,41","0,18","3,79","0,41","0,18","-0,21","0,49"
,100006,Artikel Zeta,03.02.2026 12:13,erfüllt,Mitarbeiter B,D45,BA-1001,"55,21","0,17","3,71","0,21","0,17","-0,29","0,4"
,100007,Artikel Eta,03.02.2026 17:10,erfüllt,Mitarbeiter C,D45,BA-1002,"54,6","0,12","3,81","-0,4","0,12","-0,19","0,46"
,100003,Artikel Gamma,04.02.2026 02:09,nicht erfüllt,Mitarbeiter B,D45,BA-1002,"54,97","0,09","4,69","-0,03","0,09","0,69","0,7"
,100010,Artikel Kappa,04.02.2026 03:30,erfüllt,Mitarbeiter C,D45,BA-1003,"54,51","-0,19","4,11","-0,49","-0,19","0,11","0,54"
,100012,Artikel Mu,04.02.2026 14:55,erfüllt,Mitarbeiter A,D45,BA-1001,"55,81","0,27","3,68","0,81","0,27","-0,32","0,91"
,100001,Artikel Alpha,05.02.2026 05:58,nicht erfüllt,Mitarbeiter D,D45,BA-1001,"54,14","-0,04","4,71","-0,86","-0,04","0,71","1,12"
,100002,Artikel Beta,05.02.2026 19:03,erfüllt,Mitarbeiter D,D45,BA-1002,"55,39","-0,3","3,9","0,39","-0,3","-0,1","0,5"
,100004,Artikel Delta,06.02.2026 18:11,nicht erfüllt,Mitarbeiter C,D45,BA-1004,"53,07","-0,23","3,87","-1,93","-0,23","-0,13","1,95"
,100012,Artikel Mu,06.02.2026 19:02,erfüllt,Mitarbeiter B,D45,BA-1002,"53,76","-0,26","4,06","-1,24","-0,26","0,06","1,27"
,100018,Artikel Sigma,06.02.2026 19:55,erfüllt,Mitarbeiter D,D45,BA-1004,"55,32","0,07","3,78","0,32","0,07","-0,22","0,39"
,100011,Artikel Lambda,08.02.2026 20:23,erfüllt,Mitarbeiter C,D45,BA-1003,"55,82","0,16","4,33","0,82","0,16","0,33","0,9"
,100009,Artikel Iota,10.02.2026 01:19,erfüllt,Mitarbeiter D,D45,BA-1003,"55,86","0,07","4,13","0,86","0,07","0,13","0,87"
,100002,Artikel Beta,10.02.2026 20:04,nicht erfüllt,Mitarbeiter A,D45,BA-1001,"54,15","0,04","3,32","-0,85","0,04","-0,68","1,09"
,100007,Artikel Eta,12.02.2026 16:14,erfüllt,Mitarbeiter C,D45,BA-1001,"56,05","-0,23","4,17","1,05","-0,23","0,17","1,09"
,100013,Artikel Nu,12.02.2026 21:55,erfüllt,Mitarbeiter D,D45,BA-1001,"55,35",0,"3,97","0,35",0,"-0,03","0,35"
,100009,Artikel Iota,13.02.2026 15:27,erfüllt,Mitarbeiter A,D45,BA-1003,"54,51","-0,32","4,31","-0,49","-0,32","0,31","0,66"
,100017,Artikel Rho,14.02.2026 15:38,erfüllt,Mitarbeiter B,D45,BA-1001,"55,39","-0,18","3,78","0,39","-0,18","-0,22","0,48"
,100011,Artikel Lambda,15.02.2026 18:05,erfüllt,Mitarbeiter C,D45,BA-1002,"56,04","-0,14","4,27","1,04","-0,14","0,27","1,08"
,100017,Artikel Rho,16.02.2026 08:49,nicht erfüllt,Mitarbeiter B,D45,BA-1002,"52,75","-0,32","4,27","-2,25","-0,32","0,27","2,29"
,100025,Artikel Nova,17.02.2026 08:46,erfüllt,Mitarbeiter A,D45,BA-1002,"55,75","-0,07","3,88","0,75","-0,07","-0,12","0,76"
,100024,Artikel Omega,17.02.2026 11:42,erfüllt,Mitarbeiter A,D45,BA-1002,"53,91","-0,33","4,32","-1,09","-0,33","0,32","1,18"
,100007,Artikel Eta,18.02.2026 00:17,erfüllt,Mitarbeiter D,D45,BA-1004,"56,18","0,09","4,29","1,18","0,09","0,29","1,22"
,100008,Artikel Theta,18.02.2026 01:44,erfüllt,Mitarbeiter C,D45,BA-1004,"55,52","0,17","4,31","0,52","0,17","0,31","0,63"
,100023,Artikel Psi,18.02.2026 08:38,erfüllt,Mitarbeiter A,D45,BA-1001,"53,78","0,28","4,11","-1,22","0,28","0,11","1,26"
,100019,Artikel Tau,18.02.2026 11:42,erfüllt,Mitarbeiter B,D45,BA-1003,"54,92","0,14","4,29","-0,08","0,14","0,29","0,33"
,100016,Artikel Pi,18.02.2026 12:08,erfüllt,Mitarbeiter C,D45,BA-1001,"54,7","-0,13","4,22","-0,3","-0,13","0,22","0,39"
,100006,Artikel Zeta,18.02.2026 15:16,erfüllt,Mitarbeiter B,D45,BA-1003,"54,36","0,12","4,19","-0,64","0,12","0,19","0,68"
,100014,Artikel Xi,18.02.2026 20:06,erfüllt,Mitarbeiter A,D45,BA-1002,"55,6","0,02","3,98","0,6","0,02","-0,02","0,6"
,100023,Artikel Psi,20.02.2026 09:21,erfüllt,Mitarbeiter C,D45,BA-1003,"55,39","0,04","3,89","0,39","0,04","-0,11","0,41"
,100023,Artikel Psi,20.02.2026 12:23,erfüllt,Mitarbeiter D,D45,BA-1001,"54,52","-0,3","3,7","-0,48","-0,3","-0,3","0,64"
,100020,Artikel Upsilon,20.02.2026 22:11,erfüllt,Mitarbeiter C,D45,BA-1004,"56,27","0,03","3,79","1,27","0,03","-0,21","1,29"
,100001,Artikel Alpha,21.02.2026 21:53,erfüllt,Mitarbeiter D,D45,BA-1002,"54,12","0,15","3,66","-0,88","0,15","-0,34","0,96"
,100007,Artikel Eta,22.02.2026 05:04,erfüllt,Mitarbeiter B,D45,BA-1001,"55,29","-0,17","3,73","0,29","-0,17","-0,27","0,43"
,100012,Artikel Mu,23.02.2026 14:43,erfüllt,Mitarbeiter B,D45,BA-1001,"56,07","0,22","3,67","1,07","0,22","-0,33","1,14"
